[2, 7, 2, 4, 3, 1, 0]
[1, 14, 4, 10, 4, 10, 12]
[1, 9, 2, 8, 4, 1, 2]
[1, 9, 6, 6, 2, 1, 2]
[1, 10, 4, 8, 4, 2, 4]
[1, 9, 2, 8, 4, 2, 2]
[1, 12, 0, 14, 8, 8, 0]
[1, 20, 18, 8, 21, 12, 24]
[1, 12, 8, 8, 4, 4, 8]
[1, 12, 4, 9, 4, 5, 8]
[1, 18, 12, 8, 15, 12, 20]
[1, 10, 4, 8, 4, 3, 4]
[1, 13, 2, 14, 8, 8, 2]
[1, 10, 4, 8, 4, 1, 4]
[1, 13, 6, 9, 4, 7, 10]
[1, 11, 2, 9, 4, 4, 6]
[1, 11, 2, 9, 4, 5, 6]
[1, 18, 16, 10, 10, 3, 12]
[1, 11, 6, 9, 4, 3, 10]
[1, 14, 4, 12, 6, 8, 16]
[1, 10, 4, 9, 4, 3, 0]
[1, 10, 4, 8, 4, 2, 4]
[1, 12, 8, 8, 4, 4, 8]
[1, 18, 12, 12, 12, 2, 12]
[1, 8, 0, 8, 4, 0, 0]
[1, 21, 18, 10, 21, 14, 26]
[2, 8, 4, 4, 3, 1, 2]
[1, 12, 6, 8, 2, 3, 7]
[1, 10, 4, 8, 4, 2, 4]
[1, 12, 4, 11, 6, 4, 4]
[1, 11, 6, 8, 4, 3, 6]
[2, 13, 6, 8, 8, 2, 6]
[8, 19, 20, 13, 13, 5, 18]
[1, 19, 10, 14, 16, 2, 14]
[1, 11, 2, 11, 6, 4, 2]
[1, 12, 6, 8, 2, 4, 7]
[1, 13, 4, 11, 6, 5, 8]
[1, 22, 18, 12, 22, 16, 28]
[1, 13, 4, 11, 6, 6, 8]
[1, 19, 14, 8, 18, 14, 26]
[1, 12, 10, 4, 8, 4, 10]
[1, 20, 16, 8, 22, 16, 32]
[1, 14, 4, 14, 8, 9, 4]
[1, 8, 0, 8, 4, 2, 0]
[1, 12, 8, 9, 4, 4, 12]
[1, 12, 2, 11, 6, 4, 6]
[1, 11, 2, 11, 6, 4, 2]
[1, 19, 14, 12, 12, 3, 14]
[1, 13, 6, 11, 6, 5, 6]
[1, 12, 2, 11, 6, 5, 6]
[1, 9, 2, 8, 4, 2, 2]
[1, 14, 4, 10, 4, 7, 13]
[1, 13, 4, 10, 4, 5, 9]
[1, 20, 17, 9, 19, 10, 23]
[1, 12, 8, 7, 4, 2, 8]
[1, 21, 17, 11, 19, 12, 25]
[1, 10, 0, 11, 6, 4, 0]
[1, 13, 4, 10, 4, 4, 9]
[1, 11, 2, 11, 6, 3, 2]
[1, 14, 4, 10, 4, 6, 13]
[1, 12, 2, 10, 4, 4, 7]
[1, 20, 16, 12, 12, 5, 16]
[1, 14, 6, 10, 4, 6, 11]
[1, 12, 4, 11, 6, 5, 4]
[1, 14, 4, 12, 6, 7, 8]
[1, 14, 4, 12, 6, 9, 8]
[1, 12, 4, 11, 6, 5, 4]
[1, 20, 8, 16, 20, 2, 16]
[2, 11, 10, 11/2, 0, 5, 2]
[1, 10, 4, 8, 4, 2, 4]
[1, 14, 4, 11, 4, 10, 8]
[1, 15, 4, 11, 4, 10, 13]
[1, 13, 2, 12, 6, 6, 6]
[1, 11, 2, 11, 6, 4, 2]
[1, 13, 2, 12, 6, 8, 6]
[1, 13, 4, 10, 4, 5, 9]
[1, 7, 5, 3, 2, 2, 4]
[1, 12, 4, 11, 6, 5, 4]
[1, 12, 4, 11, 6, 4, 4]
[16, 21/2, 9, 15/2, 5, 3, 19/2]
[1, 13, 2, 12, 6, 8, 6]
[1, 10, 0, 11, 6, 2, 0]
[1, 21, 18, 10, 22, 12, 26]
[1, 20, 16, 10, 18, 10, 20]
[1, 13, 4, 10, 4, 6, 9]
[1, 13, 2, 12, 6, 9, 6]
[1, 12, 0, 14, 8, 8, 0]
[1, 11, 6, 9, 4, 3, 2]
[1, 13, 6, 11, 6, 5, 6]
[2, 12, 8, 15/2, 2, 5, 4]
[1, 10, 4, 9, 4, 2, 0]
[1, 12, 8, 9, 4, 4, 4]
[1, 11, 2, 11, 6, 3, 2]
[1, 11, 2, 11, 6, 2, 2]
[1, 12, 4, 11, 6, 4, 4]
[1, 11, 2, 11, 6, 5, 2]
[1, 12, 4, 11, 6, 3, 4]
[1, 12, 2, 10, 4, 5, 7]
[1, 13, 2, 14, 8, 8, 2]
[2, 6, 4, 0, 2, 0, 0]
[1, 8, 0, 8, 6, 0, 0]
[1, 11, 2, 11, 6, 3, 2]
[1, 12, 4, 11, 6, 4, 4]
[1, 20, 16, 10, 20, 10, 20]
[1, 13, 6, 11, 6, 4, 6]
[16, 13, 12, 19/2, 15/2, 7/2, 27/2]
[2, 13, 10, 15/2, 2, 6, 6]
[1, 13, 4, 10, 4, 5, 9]
[1, 12, 4, 11, 6, 5, 4]
[1, 14, 8, 11, 6, 6, 8]
[2, 11, 6, 15/2, 2, 5, 2]
[1, 12, 4, 11, 6, 4, 4]
[1, 10, 0, 11, 6, 5, 0]
[1, 12, 4, 11, 6, 5, 4]
[1, 13, 6, 11, 6, 5, 6]
[1, 10, 4, 9, 4, 3, 0]
[1, 11, 6, 9, 4, 3, 2]
[1, 11, 2, 11, 6, 5, 2]
[2, 12, 8, 15/2, 2, 5, 4]
[1, 11, 2, 11, 6, 5, 2]
[1, 12, 8, 6, 7, 2, 6]
[1, 12, 8, 9, 4, 3, 4]
[2, 11, 10, 11/2, 0, 3, 2]
[1, 13, 8, 7, 7, 3, 13]
[1, 14, 8, 8, 11, 4, 20]
[1, 20, 16, 8, 22, 16, 32]
